domain,service,method,payload_type,field_path,value_type,messages_seen
clubs/VIP/progression,AppClient,UpdateProgress,Casino.UpdateProgressRequest,rewards_data.reward[].collectibles_box_info.highest_guaranteed_rarity,integer,25
clubs/VIP/progression,AppClient,UpdateProgress,Casino.UpdateProgressRequest,rewards_data.reward[].collectibles_box_info.highest_guaranteed_rarity_items_count,integer,25
clubs/VIP/progression,AppClient,UpdateProgress,Casino.UpdateProgressRequest,rewards_data.reward[].collectibles_box_info.items_count,integer,25
clubs/VIP/progression,AppClient,UpdateProgress,Casino.UpdateProgressRequest,rewards_data.reward[].extra_item_boost.time.duration,integer,43
clubs/VIP/progression,AppClient,UpdateProgress,Casino.UpdateProgressRequest,rewards_data.reward[].extra_item_boost.time.expire_time,string,43
clubs/VIP/progression,AppClient,UpdateProgress,Casino.UpdateProgressRequest,rewards_data.reward[].extra_item_boost.time.value,integer,43
clubs/VIP/progression,AppClient,UpdateProgress,Casino.UpdateProgressRequest,rewards_data.reward[].extra_item_boost.type,integer,43
clubs/VIP/progression,AppClient,UpdateProgress,Casino.UpdateProgressRequest,rewards_data.reward[].id,integer,66
clubs/VIP/progression,AppClient,UpdateProgress,Casino.UpdateProgressRequest,rewards_data.reward[].loyalty_points,string,63
clubs/VIP/progression,AppClient,UpdateProgress,Casino.UpdateProgressRequest,rewards_data.state_info.extra_items.extra_items[].type,integer,645
clubs/VIP/progression,AppClient,UpdateProgress,Casino.UpdateProgressRequest,rewards_data.state_info.extra_items.extra_items[].value[].level.levels_amount,integer,143
clubs/VIP/progression,AppClient,UpdateProgress,Casino.UpdateProgressRequest,rewards_data.state_info.extra_items.extra_items[].value[].level.target_level,integer,143
clubs/VIP/progression,AppClient,UpdateProgress,Casino.UpdateProgressRequest,rewards_data.state_info.extra_items.extra_items[].value[].level.value,integer,143
clubs/VIP/progression,AppClient,UpdateProgress,Casino.UpdateProgressRequest,rewards_data.state_info.extra_items.extra_items[].value[].time.duration,integer,516
clubs/VIP/progression,AppClient,UpdateProgress,Casino.UpdateProgressRequest,rewards_data.state_info.extra_items.extra_items[].value[].time.expire_time,string,502
clubs/VIP/progression,AppClient,UpdateProgress,Casino.UpdateProgressRequest,rewards_data.state_info.extra_items.extra_items[].value[].time.value,integer,516
clubs/VIP/progression,AppClient,UpdateProgress,Casino.UpdateProgressRequest,rewards_data.state_info.extra_items.extra_items[].value[].type,integer,645
clubs/VIP/progression,AppClient,UpdateProgress,Casino.UpdateProgressRequest,unlocked_game[].category,string,1
clubs/VIP/progression,AppClient,UpdateProgress,Casino.UpdateProgressRequest,unlocked_game[].name,string,1
clubs/VIP/progression,AppClient,UpdateProgress,Casino.UpdateProgressRequest,unlocked_game[].params.element[].key,integer,1
clubs/VIP/progression,AppClient,UpdateProgress,Casino.UpdateProgressRequest,unlocked_game[].params.element[].value_bet[],string,1
clubs/VIP/progression,AppClient,UpdateProgress,Casino.UpdateProgressRequest,unlocked_game[].params.element[].value_int,string,1
clubs/VIP/progression,AppClient,UpdateProgress,Casino.UpdateProgressRequest,unlocked_game[].params.element[].value_string,string,1
clubs/VIP/progression,AppClient,UpdateProgress,Casino.UpdateProgressRequest,user_id,string,651
clubs/VIP/progression,AppClient,UpdateProgress,Casino.UpdateProgressRequest,video_ad_chips_delta,string,63
clubs/VIP/progression,AppClient,UpdateProgress,Casino.UpdateProgressRequest,xp,number,645
clubs/VIP/progression,AppClient,UpdateProgress,Casino.UpdateProgressRequest,xp_level,number,63
clubs/VIP/progression,AppServer,GetAssignmentProgress,Casino.GetAssignmentProgressRequest,event_id[],string,1
clubs/VIP/progression,AppServer,GetAssignmentProgress,Casino.GetAssignmentProgressResponse,assignment_progress[].event_id,string,3
clubs/VIP/progression,AppServer,GetAssignmentProgress,Casino.GetAssignmentProgressResponse,assignment_progress[].milestone[].requirement.value,string,3
clubs/VIP/progression,AppServer,GetAssignmentProgress,Casino.GetAssignmentProgressResponse,assignment_progress[].milestone[].status,string,3
clubs/VIP/progression,AppServer,GetAssignmentProgress,Casino.GetAssignmentProgressResponse,assignment_progress[].progress.value,string,3
clubs/VIP/progression,AppServer,GetAssignmentProgress,Casino.GetAssignmentProgressResponse,status,string,3
offers/economy,AppClient,AddPersonalOffer,Casino.AddPersonalOfferRequest,personal_offer[].occurrence_limit,integer,1
offers/economy,AppClient,AddPersonalOffer,Casino.AddPersonalOfferRequest,personal_offer[].offer_base.expire,string,1
offers/economy,AppClient,AddPersonalOffer,Casino.AddPersonalOfferRequest,personal_offer[].offer_base.id.config_id,string,1
offers/economy,AppClient,AddPersonalOffer,Casino.AddPersonalOfferRequest,personal_offer[].offer_base.id.offer_type,integer,1
offers/economy,AppClient,AddPersonalOffer,Casino.AddPersonalOfferRequest,personal_offer[].offer_base.name,string,1
offers/economy,AppClient,AddPersonalOffer,Casino.AddPersonalOfferRequest,personal_offer[].offer_base.segment_id,string,1
offers/economy,AppClient,AddPersonalOffer,Casino.AddPersonalOfferRequest,personal_offer[].one_time,boolean,1
offers/economy,AppClient,AddPersonalOffer,Casino.AddPersonalOfferRequest,personal_offer[].paid_offer.config_id,string,1
offers/economy,AppClient,AddPersonalOffer,Casino.AddPersonalOfferRequest,personal_offer[].paid_offer.created_at,integer,1
offers/economy,AppClient,AddPersonalOffer,Casino.AddPersonalOfferRequest,personal_offer[].paid_offer.item[].metadata[].key,string,1
offers/economy,AppClient,AddPersonalOffer,Casino.AddPersonalOfferRequest,personal_offer[].paid_offer.item[].metadata[].value,string,1
offers/economy,AppClient,AddPersonalOffer,Casino.AddPersonalOfferRequest,personal_offer[].paid_offer.item[].source,string,1
offers/economy,AppClient,AddPersonalOffer,Casino.AddPersonalOfferRequest,personal_offer[].paid_offer.item[].type,string,1
offers/economy,AppClient,AddPersonalOffer,Casino.AddPersonalOfferRequest,personal_offer[].paid_offer.item[].value,string,1
offers/economy,AppClient,AddPersonalOffer,Casino.AddPersonalOfferRequest,personal_offer[].paid_offer.metadata[].key,string,1
offers/economy,AppClient,AddPersonalOffer,Casino.AddPersonalOfferRequest,personal_offer[].paid_offer.metadata[].value,string,1
offers/economy,AppClient,AddPersonalOffer,Casino.AddPersonalOfferRequest,personal_offer[].paid_offer.product_id,string,1
offers/economy,AppClient,AddPersonalOffer,Casino.AddPersonalOfferRequest,personal_offer[].paid_offer.signature,string,1
offers/economy,AppClient,AddPersonalOffer,Casino.AddPersonalOfferRequest,personal_offer[].paid_offer.source,string,1
offers/economy,AppClient,AddPersonalOffer,Casino.AddPersonalOfferRequest,personal_offer[].product.product_id,string,1
offers/economy,AppClient,AddPersonalOffer,Casino.AddPersonalOfferRequest,personal_offer[].scenario[],integer,1
offers/economy,AppClient,AddPersonalOffer,Casino.AddPersonalOfferRequest,personal_offer[].template_id,integer,1
offers/economy,AppClient,AddPersonalOffer,Casino.AddPersonalOfferRequest,personal_offer[].timer,string,1
offers/economy,AppClient,AddPersonalOffer,Casino.AddPersonalOfferRequest,personal_offer[].total_limit,integer,1
offers/economy,AppClient,AddPersonalOffer,Casino.AddPersonalOfferRequest,personal_offer[].total_used,integer,1
offers/economy,AppClient,AddPersonalOffer,Casino.AddPersonalOfferRequest,personal_offer[].url[],string,1
offers/economy,AppClient,ConfirmFreeGiftRound,Casino.ConfirmFreeGiftRoundRequest,duration,integer,1
offers/economy,AppClient,ConfirmFreeGiftRound,Casino.ConfirmFreeGiftRoundRequest,expire,integer,1
offers/economy,AppClient,ConfirmFreeGiftRound,Casino.ConfirmFreeGiftRoundResponse,confirm,boolean,1
offers/economy,AppClient,NotifyRewardBundles,Casino.NotifyRewardBundlesRequest,bundle[].id,string,1
offers/economy,AppClient,NotifyRewardBundles,Casino.NotifyRewardBundlesRequest,bundle[].item[].metadata[].key,string,1
offers/economy,AppClient,NotifyRewardBundles,Casino.NotifyRewardBundlesRequest,bundle[].item[].metadata[].value,string,1
offers/economy,AppClient,NotifyRewardBundles,Casino.NotifyRewardBundlesRequest,bundle[].item[].source,string,1
offers/economy,AppClient,NotifyRewardBundles,Casino.NotifyRewardBundlesRequest,bundle[].item[].type,string,1
offers/economy,AppClient,NotifyRewardBundles,Casino.NotifyRewardBundlesRequest,bundle[].item[].value,string,1
offers/economy,AppClient,NotifyRewardBundles,Casino.NotifyRewardBundlesRequest,bundle[].metadata[].key,string,1
offers/economy,AppClient,NotifyRewardBundles,Casino.NotifyRewardBundlesRequest,bundle[].metadata[].value,string,1
offers/economy,AppClient,NotifyRewardBundles,Casino.NotifyRewardBundlesRequest,bundle[].source,string,1
offers/economy,AppClient,OfferTrailUpdate,Casino.OfferTrail.UpdateRequest,end_time,integer,1
offers/economy,AppClient,OfferTrailUpdate,Casino.OfferTrail.UpdateRequest,event_id,string,1
offers/economy,AppClient,OfferTrailUpdate,Casino.OfferTrail.UpdateRequest,tile[].free_offer.config_id,string,1
offers/economy,AppClient,OfferTrailUpdate,Casino.OfferTrail.UpdateRequest,tile[].free_offer.item[].metadata[].key,string,1
offers/economy,AppClient,OfferTrailUpdate,Casino.OfferTrail.UpdateRequest,tile[].free_offer.item[].metadata[].value,string,1
offers/economy,AppClient,OfferTrailUpdate,Casino.OfferTrail.UpdateRequest,tile[].free_offer.item[].source,string,1
offers/economy,AppClient,OfferTrailUpdate,Casino.OfferTrail.UpdateRequest,tile[].free_offer.item[].type,string,1
offers/economy,AppClient,OfferTrailUpdate,Casino.OfferTrail.UpdateRequest,tile[].free_offer.item[].value,string,1
offers/economy,AppClient,OfferTrailUpdate,Casino.OfferTrail.UpdateRequest,tile[].id,integer,1
offers/economy,AppClient,OfferTrailUpdate,Casino.OfferTrail.UpdateRequest,tile[].paid_offer.config_id,string,1
offers/economy,AppClient,OfferTrailUpdate,Casino.OfferTrail.UpdateRequest,tile[].paid_offer.created_at,integer,1
offers/economy,AppClient,OfferTrailUpdate,Casino.OfferTrail.UpdateRequest,tile[].paid_offer.item[].metadata[].key,string,1
offers/economy,AppClient,OfferTrailUpdate,Casino.OfferTrail.UpdateRequest,tile[].paid_offer.item[].metadata[].value,string,1
offers/economy,AppClient,OfferTrailUpdate,Casino.OfferTrail.UpdateRequest,tile[].paid_offer.item[].source,string,1
offers/economy,AppClient,OfferTrailUpdate,Casino.OfferTrail.UpdateRequest,tile[].paid_offer.item[].type,string,1
offers/economy,AppClient,OfferTrailUpdate,Casino.OfferTrail.UpdateRequest,tile[].paid_offer.item[].value,string,1
offers/economy,AppClient,OfferTrailUpdate,Casino.OfferTrail.UpdateRequest,tile[].paid_offer.metadata[].key,string,1
offers/economy,AppClient,OfferTrailUpdate,Casino.OfferTrail.UpdateRequest,tile[].paid_offer.metadata[].value,string,1
offers/economy,AppClient,OfferTrailUpdate,Casino.OfferTrail.UpdateRequest,tile[].paid_offer.product_id,string,1
offers/economy,AppClient,OfferTrailUpdate,Casino.OfferTrail.UpdateRequest,tile[].paid_offer.signature,string,1
offers/economy,AppClient,OfferTrailUpdate,Casino.OfferTrail.UpdateRequest,tile[].paid_offer.source,string,1
offers/economy,AppClient,UpdateDirectPurchaseOffer,Casino.UpdateDirectPurchaseOfferRequest,added[].full_screen.banner.cta_text,string,2
offers/economy,AppClient,UpdateDirectPurchaseOffer,Casino.UpdateDirectPurchaseOfferRequest,added[].full_screen.banner.url[],string,2
offers/economy,AppClient,UpdateDirectPurchaseOffer,Casino.UpdateDirectPurchaseOfferRequest,added[].full_screen.cooldown,integer,2
offers/economy,AppClient,UpdateDirectPurchaseOffer,Casino.UpdateDirectPurchaseOfferRequest,added[].full_screen.display_limit,integer,2
offers/economy,AppClient,UpdateDirectPurchaseOffer,Casino.UpdateDirectPurchaseOfferRequest,added[].full_screen.scenario[].display_priority,integer,2
offers/economy,AppClient,UpdateDirectPurchaseOffer,Casino.UpdateDirectPurchaseOfferRequest,added[].full_screen.scenario[].id,integer,2
offers/economy,AppClient,UpdateDirectPurchaseOffer,Casino.UpdateDirectPurchaseOfferRequest,added[].news_feed.banner.cta_text,string,1
offers/economy,AppClient,UpdateDirectPurchaseOffer,Casino.UpdateDirectPurchaseOfferRequest,added[].news_feed.banner.url[],string,1
offers/economy,AppClient,UpdateDirectPurchaseOffer,Casino.UpdateDirectPurchaseOfferRequest,added[].news_feed.display_priority,integer,1
offers/economy,AppClient,UpdateDirectPurchaseOffer,Casino.UpdateDirectPurchaseOfferRequest,added[].offer_base.expire,string,2
offers/economy,AppClient,UpdateDirectPurchaseOffer,Casino.UpdateDirectPurchaseOfferRequest,added[].offer_base.id.config_id,string,2
offers/economy,AppClient,UpdateDirectPurchaseOffer,Casino.UpdateDirectPurchaseOfferRequest,added[].offer_base.id.offer_type,integer,2
offers/economy,AppClient,UpdateDirectPurchaseOffer,Casino.UpdateDirectPurchaseOfferRequest,added[].offer_base.name,string,2
offers/economy,AppClient,UpdateDirectPurchaseOffer,Casino.UpdateDirectPurchaseOfferRequest,added[].offer_base.segment_id,string,2
offers/economy,AppClient,UpdateDirectPurchaseOffer,Casino.UpdateDirectPurchaseOfferRequest,added[].paid_offer.config_id,string,2
offers/economy,AppClient,UpdateDirectPurchaseOffer,Casino.UpdateDirectPurchaseOfferRequest,added[].paid_offer.created_at,integer,2
offers/economy,AppClient,UpdateDirectPurchaseOffer,Casino.UpdateDirectPurchaseOfferRequest,added[].paid_offer.item[].metadata[].key,string,1
offers/economy,AppClient,UpdateDirectPurchaseOffer,Casino.UpdateDirectPurchaseOfferRequest,added[].paid_offer.item[].metadata[].value,string,1
offers/economy,AppClient,UpdateDirectPurchaseOffer,Casino.UpdateDirectPurchaseOfferRequest,added[].paid_offer.item[].source,string,2
offers/economy,AppClient,UpdateDirectPurchaseOffer,Casino.UpdateDirectPurchaseOfferRequest,added[].paid_offer.item[].type,string,2
offers/economy,AppClient,UpdateDirectPurchaseOffer,Casino.UpdateDirectPurchaseOfferRequest,added[].paid_offer.item[].value,string,2
offers/economy,AppClient,UpdateDirectPurchaseOffer,Casino.UpdateDirectPurchaseOfferRequest,added[].paid_offer.metadata[].key,string,2
offers/economy,AppClient,UpdateDirectPurchaseOffer,Casino.UpdateDirectPurchaseOfferRequest,added[].paid_offer.metadata[].value,string,2
offers/economy,AppClient,UpdateDirectPurchaseOffer,Casino.UpdateDirectPurchaseOfferRequest,added[].paid_offer.product_id,string,2
offers/economy,AppClient,UpdateDirectPurchaseOffer,Casino.UpdateDirectPurchaseOfferRequest,added[].paid_offer.signature,string,2
offers/economy,AppClient,UpdateDirectPurchaseOffer,Casino.UpdateDirectPurchaseOfferRequest,added[].paid_offer.source,string,2
offers/economy,AppClient,UpdateDirectPurchaseOffer,Casino.UpdateDirectPurchaseOfferRequest,added[].product.product_id,string,2
offers/economy,AppClient,UpdateDirectPurchaseOffer,Casino.UpdateDirectPurchaseOfferRequest,added[].template_id,integer,2
offers/economy,AppClient,UpdateDirectPurchaseOffer,Casino.UpdateDirectPurchaseOfferRequest,added[].total_limit,integer,2
offers/economy,AppClient,UpdateDirectPurchaseOffer,Casino.UpdateDirectPurchaseOfferRequest,added[].total_used,integer,2
offers/economy,AppClient,UpdateDirectPurchaseOffer,Casino.UpdateDirectPurchaseOfferRequest,removed[].config_id,string,1
offers/economy,AppClient,UpdateDirectPurchaseOffer,Casino.UpdateDirectPurchaseOfferRequest,removed[].offer_type,integer,1
offers/economy,AppClient,UpdateGift,Casino.UpdateGiftRequest,free_gift_win_multiplier,number,5
offers/economy,AppClient,UpdateGift,Casino.UpdateGiftRequest,gift.expire,integer,5
offers/economy,AppClient,UpdateGift,Casino.UpdateGiftRequest,gift.gift_id,integer,5
offers/economy,AppClient,UpdateGift,Casino.UpdateGiftRequest,receiver[].replace_previous_gift,boolean,5
offers/economy,AppClient,UpdateGift,Casino.UpdateGiftRequest,receiver[].user_id,string,5
offers/economy,AppClient,UpdateGift,Casino.UpdateGiftRequest,sender_user_id,string,5
offers/economy,AppClient,UpdateNextMysteryReward,Casino.UpdateNextMysteryRewardRequest,next_mystery_reward.level,string,3
offers/economy,AppClient,UpdateNextMysteryReward,Casino.UpdateNextMysteryRewardRequest,next_mystery_reward.rewards[].big_chips_delta.value,string,3
offers/economy,AppClient,UpdateNextMysteryReward,Casino.UpdateNextMysteryRewardRequest,next_mystery_reward.rewards[].charms_trade_token_delta,integer,3
offers/economy,AppClient,UpdateNextMysteryReward,Casino.UpdateNextMysteryRewardRequest,next_mystery_reward.rewards[].chips_delta,string,3
offers/economy,AppClient,UpdateNextMysteryReward,Casino.UpdateNextMysteryRewardRequest,next_mystery_reward.rewards[].collectibles_box.box_id,integer,3
offers/economy,AppClient,UpdateNextMysteryReward,Casino.UpdateNextMysteryRewardRequest,next_mystery_reward.rewards[].collectibles_box.box_type,integer,3
offers/economy,AppClient,UpdateNextMysteryReward,Casino.UpdateNextMysteryRewardRequest,next_mystery_reward.rewards[].collectibles_box.raffle_id,string,3
offers/economy,AppClient,UpdateNextMysteryReward,Casino.UpdateNextMysteryRewardRequest,next_mystery_reward.rewards[].collectibles_box.source,integer,3
offers/economy,AppClient,UpdateNextMysteryReward,Casino.UpdateNextMysteryRewardRequest,next_mystery_reward.rewards[].collectibles_box.theme_id,integer,3
offers/economy,AppClient,UpdateNextMysteryReward,Casino.UpdateNextMysteryRewardRequest,next_mystery_reward.rewards[].collectibles_box.type,integer,3
offers/economy,AppClient,UpdateNextMysteryReward,Casino.UpdateNextMysteryRewardRequest,next_mystery_reward.rewards[].collectibles_box_info.box_id,integer,3
offers/economy,AppClient,UpdateNextMysteryReward,Casino.UpdateNextMysteryRewardRequest,next_mystery_reward.rewards[].collectibles_box_info.box_type,integer,3
offers/economy,AppClient,UpdateNextMysteryReward,Casino.UpdateNextMysteryRewardRequest,next_mystery_reward.rewards[].collectibles_box_info.event_type,integer,3
offers/economy,AppClient,UpdateNextMysteryReward,Casino.UpdateNextMysteryRewardRequest,next_mystery_reward.rewards[].collectibles_box_info.highest_guaranteed_rarity,integer,3
offers/economy,AppClient,UpdateNextMysteryReward,Casino.UpdateNextMysteryRewardRequest,next_mystery_reward.rewards[].collectibles_box_info.highest_guaranteed_rarity_items_count,integer,3
offers/economy,AppClient,UpdateNextMysteryReward,Casino.UpdateNextMysteryRewardRequest,next_mystery_reward.rewards[].collectibles_box_info.items_count,integer,3
offers/economy,AppClient,UpdateNextMysteryReward,Casino.UpdateNextMysteryRewardRequest,next_mystery_reward.rewards[].id,integer,3
offers/economy,AppClient,UpdateNextMysteryReward,Casino.UpdateNextMysteryRewardRequest,next_mystery_reward.rewards[].inventory_delta.amount,string,3
offers/economy,AppClient,UpdateNextMysteryReward,Casino.UpdateNextMysteryRewardRequest,next_mystery_reward.rewards[].inventory_delta.id,integer,3
offers/economy,AppClient,UpdateNextMysteryReward,Casino.UpdateNextMysteryRewardRequest,next_mystery_reward.rewards[].mystery_reward_level,string,3
offers/economy,AppClient,UpdatePersonalOfferGlobals,Casino.UpdatePersonalOfferGlobalsRequest,personal_offer_globals.cta_button_text,string,1
offers/economy,AppClient,UpdatePersonalOfferGlobals,Casino.UpdatePersonalOfferGlobalsRequest,personal_offer_globals.min_time_to_start,integer,1
offers/economy,AppClient,UpdatePersonalOfferGlobals,Casino.UpdatePersonalOfferGlobalsRequest,personal_offer_globals.reappear_timer,integer,1
offers/economy,AppClient,UpdatePersonalOfferGlobals,Casino.UpdatePersonalOfferGlobalsRequest,personal_offer_globals.time_on_screen,integer,1
offers/economy,AppClient,UpdateShop,Casino.UpdateShopRequest,dci_config_info.identifier.config_id,string,69
offers/economy,AppClient,UpdateShop,Casino.UpdateShopRequest,dci_config_info.identifier.flags,string,69
offers/economy,AppClient,UpdateShop,Casino.UpdateShopRequest,dci_config_info.segment_id,string,69
offers/economy,AppClient,UpdateShop,Casino.UpdateShopRequest,expected_next_purchase,integer,69
offers/economy,AppClient,UpdateShop,Casino.UpdateShopRequest,product[].bank_bonus_days,integer,69
offers/economy,AppClient,UpdateShop,Casino.UpdateShopRequest,product[].bank_bonus_type,integer,69
offers/economy,AppClient,UpdateShop,Casino.UpdateShopRequest,product[].custom_fields,object,69
offers/economy,AppClient,UpdateShop,Casino.UpdateShopRequest,product[].custom_fields.custom_field_1,string,69
offers/economy,AppClient,UpdateShop,Casino.UpdateShopRequest,product[].custom_fields.custom_field_3,string,69
offers/economy,AppClient,UpdateShop,Casino.UpdateShopRequest,product[].product_id,string,69
offers/economy,AppClient,UpdateShop,Casino.UpdateShopRequest,product[].reward_data[].big_value_for_money.value,string,69
offers/economy,AppClient,UpdateShop,Casino.UpdateShopRequest,product[].reward_data[].reward.big_chips_delta.value,string,69
offers/economy,AppClient,UpdateShop,Casino.UpdateShopRequest,product[].reward_data[].reward.charms_trade_token_delta,integer,69
offers/economy,AppClient,UpdateShop,Casino.UpdateShopRequest,product[].reward_data[].reward.chips_delta,string,69
offers/economy,AppClient,UpdateShop,Casino.UpdateShopRequest,product[].reward_data[].reward.collectibles_box.box_id,integer,69
offers/economy,AppClient,UpdateShop,Casino.UpdateShopRequest,product[].reward_data[].reward.collectibles_box.box_type,integer,69
offers/economy,AppClient,UpdateShop,Casino.UpdateShopRequest,product[].reward_data[].reward.collectibles_box.raffle_id,string,69
offers/economy,AppClient,UpdateShop,Casino.UpdateShopRequest,product[].reward_data[].reward.collectibles_box.source,integer,69
offers/economy,AppClient,UpdateShop,Casino.UpdateShopRequest,product[].reward_data[].reward.collectibles_box.theme_id,integer,69
offers/economy,AppClient,UpdateShop,Casino.UpdateShopRequest,product[].reward_data[].reward.collectibles_box.type,integer,69
offers/economy,AppClient,UpdateShop,Casino.UpdateShopRequest,product[].reward_data[].reward.collectibles_box_info.box_id,integer,69
offers/economy,AppClient,UpdateShop,Casino.UpdateShopRequest,product[].reward_data[].reward.collectibles_box_info.box_type,integer,69
offers/economy,AppClient,UpdateShop,Casino.UpdateShopRequest,product[].reward_data[].reward.collectibles_box_info.event_type,integer,69
offers/economy,AppClient,UpdateShop,Casino.UpdateShopRequest,product[].reward_data[].reward.collectibles_box_info.highest_guaranteed_rarity,integer,69
offers/economy,AppClient,UpdateShop,Casino.UpdateShopRequest,product[].reward_data[].reward.collectibles_box_info.highest_guaranteed_rarity_items_count,integer,69
offers/economy,AppClient,UpdateShop,Casino.UpdateShopRequest,product[].reward_data[].reward.collectibles_box_info.items_count,integer,69
offers/economy,AppClient,UpdateShop,Casino.UpdateShopRequest,product[].reward_data[].reward.diamonds_delta,string,69
offers/economy,AppClient,UpdateShop,Casino.UpdateShopRequest,product[].reward_data[].reward.extra_item_boost.time.duration,integer,69
offers/economy,AppClient,UpdateShop,Casino.UpdateShopRequest,product[].reward_data[].reward.extra_item_boost.time.expire_time,string,69
offers/economy,AppClient,UpdateShop,Casino.UpdateShopRequest,product[].reward_data[].reward.extra_item_boost.time.value,integer,69
offers/economy,AppClient,UpdateShop,Casino.UpdateShopRequest,product[].reward_data[].reward.extra_item_boost.type,integer,69
offers/economy,AppClient,UpdateShop,Casino.UpdateShopRequest,product[].reward_data[].reward.id,integer,69
offers/economy,AppClient,UpdateShop,Casino.UpdateShopRequest,product[].reward_data[].reward.loyalty_points,string,69
offers/economy,AppClient,UpdateShop,Casino.UpdateShopRequest,product[].reward_data[].share,number,69
offers/economy,AppClient,UpdateShop,Casino.UpdateShopRequest,product[].reward_data[].value_for_money,string,69
offers/economy,AppClient,UpdateShop,Casino.UpdateShopRequest,product[].tag[],integer,69
offers/economy,AppClient,UpdateShop,Casino.UpdateShopRequest,shop_promotion.dci_config_info.identifier.config_id,string,69
offers/economy,AppClient,UpdateShop,Casino.UpdateShopRequest,shop_promotion.dci_config_info.identifier.flags,string,69
offers/economy,AppClient,UpdateShop,Casino.UpdateShopRequest,shop_promotion.dci_config_info.segment_id,string,69
offers/economy,AppClient,UpdateShop,Casino.UpdateShopRequest,shop_promotion.expire,string,69
offers/economy,AppClient,UpdateShop,Casino.UpdateShopRequest,shop_promotion.promo_iap[].product_id,string,69
offers/economy,AppClient,UpdateShop,Casino.UpdateShopRequest,shop_promotion.promo_iap[].promo_reward[].d2c_percent,string,69
offers/economy,AppClient,UpdateShop,Casino.UpdateShopRequest,shop_promotion.promo_iap[].promo_reward[].multiplier,number,69
offers/economy,AppClient,UpdateShop,Casino.UpdateShopRequest,shop_promotion.promo_iap[].promo_reward[].percent,string,69
offers/economy,AppClient,UpdateShop,Casino.UpdateShopRequest,shop_promotion.promo_iap[].promo_reward[].reward.big_chips_delta.value,string,69
